Ref,Company Name,Website,Categories of Products/Services,Corporate Summary (Derived from company materials),AI/ML in Marketing,DHS Prime Contractor,Border Security Expo Exhibitor/Sponsor(2022-2025),Border Technology Summit 2024-2025,Homeland Security Technology Consortium Member,Additional notes,Parent Company/Alternative Name/DBA,"Related Companies (Subsidiaries, Distributors, Strategic Partners, Passthroughs)",Official DHS Programs,Federal Agency Contracts,USASpending.gov Link (DHS),Federal Procurement Data System Link (DHS),Related/Source Links,Related/Source Links.1,Related/Source Links.2
TECH113,Intelligent Surveillance Corp./Albers Defense,https://intelligentsurveillancecorp.com/,"Unattended Ground Sensors (UGS), Trail Cams","Intelligentsurveillancecorp.com: ISC is the leader in remote intelligence surveillance sensor technology. Our safe, secure and effective surveillance units capture and deliver the critical information first responders need to enhance situational awareness and spring into action.",,,,,,Products include: SC41.Partnered with Parsons Corp. in 2021 to create human detection fo. r DHS. Acquired by Albers Defense in 2023.,Albers Defense,"Albers Defense, Albers Aerospace, Albers Group, Unmanned Systems Inc., Heritage Aviation",,DHS,https://www.usaspending.gov/search/?hash=0651aa24c4aa0d0fab67b3b9c3d80129,https://www.fpds.gov/ezsearch/fpdsportal?indexName=awardfull&templateName=1.5.3&s=FPDS.GOV&q=Intelligent+Surveillance+Corp&x=13&y=12,https://www.marketscreener.com/quote/stock/PARSONS-CORPORATION-57878457/news/Parsons-Selects-ISC-For-Next-Generation-Imaging-Unattended-Ground-Sensors-36469844/,https://www.linkedin.com/posts/albers-aerospace_departmentofhomelandsecurity-cbp-activity-7032177856336076801-eyMz?trk=public_profile_like_view,
TECH117,Jenoptik Smart Mobility Solutions,https://www.jenoptik.us/products/civil-security/border-security,"Automated License Plate Readers (ALPR), Bluetooth Surveillance",Jenoptik.us: Optical technologies are the core of our business: Jenoptik is a global photonics group and comprises the two divisions Advanced Photonic Solutions and Smart Mobility Solutions.,Y,,Y,,,Products Include: TraffiCatch,"Jenoptik Aktiengesellschaft (Germany), Jenoptik North America Inc.","Jenoptik Advanced Systems LLC, Jenoptik Automotive North America LLC, Trioptics Inc., Jenoptik Optical Systems, Lechmotoren US Inc",,"DOD, DOA and others","No DHS spending data, https://www.usaspending.gov/search/?hash=0039d51a2626ca61d8e2c91e744412a9","No DHS spending data, https://www.fpds.gov/ezsearch/fpdsportal?q=Jenoptik+ULTIMATE_UEI_NAME%3A%22JENOPTIK+AG%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull&x=0&y=0",https://www.policemag.com/technology/article/15311551/more-than-just-license-plate-readers,https://www.eff.org/deeplinks/2024/05/add-bluetooth-long-list-border-surveillance-technologies,
TECH123,Landsat Technology LLC,https://landsat.technology/,"Mobile Surveillance Towers, Surveillance Trailers",Landsat.technology: The Landsat LOBO is a fully remote wireless security and observation platform on wheels.,,,,,,Products include: Lobo.,Landsat Technologies LLC,,,"Dallas Marshal, Dallas Ft. Worth Airport Authority",No DHS spending data,No data,https://drive.google.com/file/d/1xhV555vecUuAr6GWoag8ZLLgPvtJ6kga/view,,
TECH236,MIL Corp,https://www.milcorp.com/service-areas/case-study/the-department-of-homeland-security-remote-video-surveillance-system/,"Surveillance Towers, Engineering Services","Through an Interagency Agreement between CBP and the Naval Air Warfare Center Aircraft Division (NAWCAD), The MIL Corporation (MIL) supports the operation of the Remote Video Surveillance System (RVSS) used to conduct surveillance and monitoring of the maritime passageways along the northern border between the U.S. and Canada within the Detroit and Buffalo sectors.",,,,,,,,,RVSS-NB,,No DHS spending data,No DHS spending data,,,
TECH138,Motorola Solutions Inc.,https://www.motorolasolutions.com/en_us/solutions/national-government-security/federal-law-enforcement/border-security.html,"Automated License Plate Readers, Video Surveillance, AI Analytics","Motorolasolutions.com: Our borders are complex, spanning land, sea, and air. Motorola Solutions helps secure them with the tools you need to maximize intelligence, make accurate decisions, & optimize command & control processes.",Y,Y,Y,,,"Products include: ALRP, Fixed Video and AI Analytics, Weapons Detection, Radio/Comms.",,"Motorola Inc, Silent Sentinel, Motorola Communications",,"DHS, CBP, ICE, DOD",https://www.usaspending.gov/search/?hash=29120f729f576948aa5d6c59cfb055e9,https://www.fpds.gov/ezsearch/search.do?&q=motorola+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22+CONTRACTING_AGENCY_NAME%3A%22U.S.+CUSTOMS+AND+BORDER+PROTECTION%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull&start=330,https://www.policemag.com/technology/article/15311551/more-than-just-license-plate-readers,https://investigate.afsc.org/company/motorola-solns,
TECH143,NOBLE,https://marketing.noble.com/federal-resources,C5ISR,"Marketing.noble.com: Command, Control, Communications, Computers, Cyber, Intelligence, Surveillance & Reconnaissance, is a critical component of modern military operations. It encompasses a wide range of technologies and capabilities that are essential for ensuring effective command and control, real-time situational awareness, and the ability to rapidly respond to evolving threats.",Y,,Y,,,,"Noble Sales Co., Noble Supply and Logistics",Federal Resources,,"DHS, DOD",https://www.usaspending.gov/search/?hash=e9f34ae46eea09c89d77621071e4a252,https://www.fpds.gov/ezsearch/fpdsportal?indexName=awardfull&templateName=1.5.3&s=FPDS.GOV&q=YLE5AAYNVPK6+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22&x=0&y=0,https://marketing.noble.com/federal-resources,,
TECH157,Peak Industries,https://peakindustriesinc.com/surveillance/,Mobile Surveillance Towers,"Peakindustriesinc.com: With 35+ combined years in the design and manufacture of portable and rapidly deployed telecommunication towers, surveillance solutions are a natural extension of our products and services. Our towers are the tallest and strongest mobile towers in the world. They are virtually maintenance free, and feature quick and easy set-up. And that means we have the perfect solution, to your surveillance needs.",,,,,,"Products include: RMDV (Rapid Mobile Deployment Vehicle), RMDV II, RMDT trailer..",,,,"DOD, DOA, DOI, USCG",No DHS/CBP spending data. https://www.usaspending.gov/search/?hash=66c2289e2282ab929975ed05af979e01,"No CBP records, Coast Guard as DHS: https://www.fpds.gov/ezsearch/search.do?q=Peak+Industries+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull",https://drive.google.com/file/d/1djoCwsLvL9COxwJ7Z6rIyYOvKMT1uU2r/view?usp=drive_link,,
TECH163,PureTech Systems,https://www.puretechsystems.com/,"Surveillance Cameras, Video Analytics","Puretechsystems.com: For organizations needing to secure their critical operations more efficiently and effectively, PureTech Systems Inc. provides the most comprehensive, easy to integrate, and reliable AI-boosted, geospatial video analytics and sensor fusion software solution. Our cutting-edge software turns ordinary security cameras and other sensors into autonomous, highly accurate and scalable perimeter intrusion detection systems to deliver real-time situational awareness, enabling customers to make informed decisions quickly and effectively. We empower our clients to protect their assets, people and critical infrastructure with confidence while lowering operational costs.",Y,,Y,,,"Products include: MVSS, PureActiv software for RVSS.",,Partners with Benchmark / Tactical Micro on border tech https://www.border-security-report.com/puretech-systems-has-announced-orders-for-its-pureactiv-software-for-use-along-the-u-s-border/,Mobile Video Surveillance Systems (MVSS),"DOD, GSA,","No data for DHS, partners with Benchmark/Tactical Micro","No data for contracts with DHS, partners with Benchmark/Tactical Micro",https://www.securityinformed.com/news/puretech-systems-deploys-trucks-telescoping-surveillance-co-2824-ga-co-1547619278-ga.1547621120.html?utm_source=SSc%20International%20Edition&utm_medium=Redirect&utm_campaign=International%20Redirect%20Popup,https://sam.gov/opp/34167dd7f6e74b7491927700656378e0/view,https://www.asmag.com/showpost/26000.aspx
TECH164,PVP Advanced EO,https://advancedeo.systems,"Surveillance Cameras, Counter-Unmanned Aerial Systems (C-UAS), Mobile Surveillance Towers","Advancedeo.systems: Advanced EO Systems, Inc. provides state-of-the-art imaging systems, positioners and components for use in military, aerospace, and commercial applications.",,,Y,,,"Products include: Nighthawk cameras and equipment, armored vehicles, anti UAV, long range surveillance systems.",,Acquired June 2022 by Israel-based Rafael Advanced Defense Systems Ltd.,Mobile Video Surveillance Systems (MVSS),"DOD, DHS, CBP and others",https://www.usaspending.gov/search/?hash=1cdee3c4a364a69a6361d066834fae82,https://www.fpds.gov/ezsearch/search.do?q=PVP+Advanced+EO+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull,https://sam.gov/opp/67129ec4de4f4dbe88ca6ac247ee20da/view,https://www.rafael-usa.com/new/rafael-acquires-u-s-based-pvp-aeo-as-part-of-strategic-expansion-in-the-united-states/,
TECH165,QinetiQ US.,https://www.qinetiq.com/en-us/,"Aerostats, Wide-Ranging Defense, Surveillance, and IT Products/Services","Qinetiq.com: Systems Engineering and Technical Assistance (SETA), professional and administrative services, programmatic support, advisory services, and a broad range of support to DoD missions. QinetiQ's range of Intelligence, Surveillance, and Reconnaissance (ISR) offerings provide flexible, innovative, and comprehensive solutions to help tackle the tactical and strategic challenges faced by the nation.",Y,,Y,,,"Products include: Tethered Aerostats, related sureveillance payloads..",,"Avantus, Vencore, SI, Perspecta, QinetiQ North America, Boldon James, Inzpire Group Ltd., Ball Solutions Group, QinetiQ Target Systems Ltd., QinetiQ Special Projects, MTEQ, ITS Services, Apogen Technologies,",Tethered Aerostat Radar System (TARS),"DHS, DOD, CBP",https://www.usaspending.gov/search/?hash=579e9042fd31e21187728741029cacf4,https://www.fpds.gov/ezsearch/fpdsportal?q=QinetiQ+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull&x=0&y=0,https://www.qinetiq.com/en/news/us-customs-and-border-protection-has-awarded-tars-to-qinetiq-us,https://www.qinetiq.com/en-US/what-we-do/services-and-products/tars,https://www.prnewswire.com/news-releases/qinetiq-us-awarded-170m-us-customs-and-border-protection-contract-for-tethered-aerostat-radar-system-tars-301992842.html
TECH168,"Quickset Defense Technologies, LLC",https://www.quickset.com/border-security-quickset-defense-technologies-product-overview/,"Surveillance Cameras, Counter-Unmanned Aerial Systems (C-UAS)","Quickset.com: Future border security threats for the United States could evolve in response to various factors, including geopolitical dynamics, technological advancements, and societal changes. Addressing these potential threats requires a comprehensive and multi-dimensional approach that integrates intelligence gathering, technology deployment, law enforcement cooperation, diplomatic engagement, and community outreach. By adapting to evolving security challenges and investing in proactive measures, the United States can enhance its border security posture while upholding its values and commitments.",Y,,Y,,,"Products include: Taurus-R, MPT-90, Mercury, MPT-50, EXO GeminEye, GeminEye",Moog,,,"DHS, DOD,",https://www.usaspending.gov/search/?hash=0da033704f16e94b7f6e6242751cd506,https://www.fpds.gov/ezsearch/fpdsportal?indexName=awardfull&templateName=1.5.3&s=FPDS.GOV&q=Quickset+Defense+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22&x=0&y=0,https://www.quickset.com/future-border-security-challenges/,https://www.quickset.com/uav-systems/,
TECH169,Reconview,https://reconview.com/surveillance-towers/,"Mobile Surveillance Towers, Surveillance Cameras, Camera Trailers","Reconview LinkedIn: Reconview is a mobile surveillance solutions provider. Whether manned or unmanned, we go your back! Our versatile units are suitable for schools, malls, hospitals, security checkpoints etc. With a variety of options we offer, we guarantee to have a solution that fits your needs.",Y,,Y,,,"Products include: MST, Guardian (ballistic), PoleSIGHT Video Surveillance System",,,,"DHS, DOD, GSA, CBP, USCG",No DHS spending data,No DHS spending data,https://www.gsaadvantage.gov/advantage/ws/search/advantage_search?q=0:8reconview&db=0&searchType=0,,
TECH171,RP Optical USA,https://www.rp-optics-usa.com/,"Lenses, Surveillance Cameras","Rp-optics-usa.com: RP Optical Lab offers different configurations of the Multi-Sensor systems at top of the line performance levels for border, coastal surveillance, and critical infrastructure protection. The multi sensor modular system, adaptable to customer needs and missions, consists of an LWIR or MWIR with Standard (SD) or High Definition (HD) resolution cooled thermal imaging camera – providing multiple thermal zoom lenses option, a day camera with multiple optional sensor and lens types, and an accurate eye-safe laser range finder (LRF) unit, all mounted on a Pan/Tilt unit with various performance/ stabilization levels. RP Optical Lab assists you to select the best combination of EO modules for your need.",,,Y,,,,RP Optical Lab Ltd (Israel),RP Optical USA Inc.,,No data,No data,No Federal spending data,https://www.rp-optics-usa.com/wp-content/uploads/2021/05/ISO-9001-2020.pdf,https://www.linkedin.com/posts/rp-optical-usa_optics-photonic-counterdrone-activity-7095874733589569536-_FxU?utm_source=share&utm_medium=member_desktop,
TECH173,S&K Technologies,https://www.sktcorp.com/,Surveillance Infrastructure Construction Services,"Sktcorp.com: The S&K Family of Companies is committed to providing the highest quality products and services to our customers in order to deliver the maximum dividend to our shareholder, the CSKT, while ensuring long-term employment, education, and social benefits to our employees, tribal members, and local communities.",,,Y,,,,Confederated Salish & Kootenai Tribes,"S&K Aerospace, LLC, AE&C Services, S&K Federal Services, LLC, S&K Logistics Services, LLC, S&K Support Services, LLC, S&K Engineering and Research, LLC, S&K Global Solutions, LLC, S&K Mission Support, LLC, International Towers, LLC, S&K Security Group, LLC, S&K Design-Build, LLC","Integrated Fixed Tower (IFT), Remote Video Surveillance System (RVSS)","DHS, DOD, EPA, DOA and others",https://www.usaspending.gov/search/?hash=9f62a4785193aa5a66b22bdb932dd01e,https://www.fpds.gov/ezsearch/fpdsportal?q=S%26K+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull&x=0&y=0,https://www.sksecuritygroup.com/portfolio-item/customs-and-border-protection-cbp-integrated-fixed-tower-ift-program-sustainment/,https://www.itowersllc.com/portfolio-item/customs-and-border-protection-cbp-block-1-sustainment/,
TECH175,"Sandoval Custom Creations, Inc.",https://www.scci-rad.com/,"Surveillance Cameras, Covert Surveillance Systems, Custom Surveillance Systems","Ssci-rad.com: Sandoval Custom Creations, Inc. produces a wide variety of made-to-order concealments. Combining exclusive plastic and metals manufacturing, our concealments are unlike anything else. We strive to facilitate your needs, offering affordable, durable, customized solutions for any operation. You name it, we can build it.",Y,,Y,,,"SCCI is a reseller of Canon, Axis, Panasonic, Cradlepoint, Sierra Wireless",,,,"DHS, DOD, DOJ",https://www.usaspending.gov/search/?hash=df26385e97f86e7ba477a1617cce8047,https://www.fpds.gov/ezsearch/fpdsportal?indexName=awardfull&templateName=1.5.3&s=FPDS.GOV&q=Sandoval+Custom+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22&x=0&y=0,https://scciraptor.com/,,
TECH180,Sentrillion Corporation,https://sentrillion.com/solution-offerings/physical-security/,"Perimeter Security, Video and Audio Surveillance","Sentrillion.com: Sentrillion provides advanced technology security solutions that protect borders, citizens, critical infrastructure, personnel and key assets. Proven in operation in demanding applications at U.S. Department of Homeland Security’s (DHS) Customs and Border Protection (CBP) and other government and commercial customers, our integrated physical security solutions optimize manpower, minimize costs, increase safety and enhance situational awareness.",,,,,,"Products include: Access control, video and audio surveillance systems, barriers/fences, networking and support services.",,"""Strategic Partners"" with Echodyne, Motorola","Border Security Deployment Program (BSDP), Centralized Area Video Surveillance System (CAVSS)","DHS, CBP, DOD",https://www.usaspending.gov/search/?hash=6c452092aa24b92eafac2ddf00f8704f,https://www.fpds.gov/ezsearch/fpdsportal?indexName=awardfull&templateName=1.5.3&s=FPDS.GOV&q=CONTRACTING_OFFICE_NAME%3A%22BORDER+ENFORCEMENT+CONTRACTING+DIVISION%22+VENDOR_FULL_NAME%3A%22SENTRILLION+CORPORATION%22&x=0&y=0,https://app.g2xchange.com/fedciv/posts/dhs-cbp-awards-350m-centralized-area-video-surveillance-system-cavss-bpa/,,
TECH184,"Signalscape, Inc",https://www.signalscape.com/,"C4ISR Systems, Video Analytics/Computer Vision, RF Surveillance, Biometrics, Surveillance Camera Netwroking","Signalscape.com: Signalscape’s custom mission solutions include cellular communications, wireless systems, software defined radio, embedded systems, TTL (tag, track, and locate), remote sensing, and video/imaging systems.",,,Y,,,Products include: StarWitness.,,,,"DHS, DOD, DOJ, GSA, DOA, DOS",https://www.usaspending.gov/search/?hash=f7958e5e6ba75d7bf0e168038e12fa09,https://www.fpds.gov/ezsearch/fpdsportal?q=Signalscape+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull&x=0&y=0,https://www.starwitness.com/federal-government.html,,
TECH185,Silent Sentinel,https://silentsentinel.com/expertise/perimeter-and-border-surveillance/,"Surveillance Cameras, Thermal Engineering, Counter-Unmanned Aerial Systems (C-UAS)","Silentsentinel.com: From its conception, Silent Sentinel has been manufacturing cameras for the border and perimeter security market. Today Silent Sentinel cameras are deployed globally, in some of the most challenging environments, protecting critical infrastructure, perimeters and borders form hostile threats.",,,,,,Silent Sentinel acquired by Motorola in 2024.,Motorola Solutions,,,DOD,No DHS data,No data,https://www.securityinfowatch.com/industry-news/press-release/53096447/motorola-solutions-motorola-solutions-acquires-silent-sentinel,https://www.motorolasolutions.com/newsroom/press-releases/motorola-solutions-acquires-camera-provider-silent-sentinel.html,https://www.linkedin.com/pulse/homeland-security-surveillance-camera-market-2024-eky4c/
TECH197,Starchase LLC,https://www.starchase.com/,GPS Tracking,"Starchase.com: StarChase provides multiple GPS technology solutions to public safety and government agencies worldwide. Our technology is a trusted resource for domestic and international agencies for managing high-risk events, surveillance, real-time situational awareness, and day-to-day operations.",,,,,,"Products include: Guardian VX, Guardian HX, AppTrac, SlipStream",,,,CBP,https://www.usaspending.gov/search/?hash=9ff4785e2108edd622d27d00604a327a,https://www.fpds.gov/ezsearch/search.do?q=starchase+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22+UEI_NAME%3A%22STARCHASE+LLC%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull,https://www.officer.com/command-hq/technology/traffic/suspect-vehicle-control/press-release/21160156/starchase-llc-pursuit-management-technology-starchase-announces-the-release-of-apptrac-365tm-version-20,,
TECH203,Tcom,https://tcomlp.com/aerospace-platforms/tethered-aerostats/,Aerostats,"Tcomlp.com: TCOM offers elevated awareness Lighter-Than-Air Tethered Aerostat platforms are designed to collect information from multiple sensors and interoperate with other aerial and unattended ground radars. TCOM Elevated Awareness Solutions are custom-tailored to meet our customer needs for today and tomorrow. Designed to enhance customers’ effectiveness in today’s multi-domain operations, TCOM’s Lighter-Than-Air systems provide a persistent presence complementing and enhancing UAVs, Aircraft, and satellites. Capable of delivering 360-degree coverage for detection, surveillance, monitoring, and targeting on long-endurance missions exceeding 14 days, Lighter-Than-Air platforms create a unique ability to understand life patterns in areas of interest.",Y,,Y,,,"Products include: Tethered Aerostats: 12M, 17M, 22M, 28M, 34M, 55M, 71M, 74M, 117M, comms towers, airships.",,"Near Space Corporation, Aerostar International LLC, Equinox Innovative Systems",Tethered Aerostat Radar System (TARS),"DOD, DOJ, HHS, GSA, FAA and others","No DHS spending data, https://www.usaspending.gov/search/?hash=049b7bd38f02cc98e28fe2fc7e54583d","No DHS spending data, https://www.fpds.gov/ezsearch/search.do?indexName=awardfull&templateName=1.5.3&s=FPDS.GOV&q=HEZDP5MN11A3",https://www.cbp.gov/sites/default/files/assets/documents/2021-Aug/TARS_508%20compliant.pdf,https://www.govconwire.com/2024/04/tcom-acquires-multi-rotor-drone-tech-developer-equinox-innovative-systems/,
TECH206,Telephonics/TTM Technologies,https://www.telephonics.com/,"Mobile Surveillance Capabilties (MSCs), Radar","Telephonics.com: Telephonics remains steadfastly committed to advancing its core surveillance, communications, analysis and integration technologies, providing our aerospace, defense and commercial customers worldwide with a distinct tactical advantage, even in the most challenging of environments.",Y,,,,,"Products include: Mobile radar units, MSC, RaVEN-M (Radar and Video Enforcement Network-Mobile), ARSS (ground surveillance).Telephonics purchased by TTM Technologies Inc in 2022./",,"TTM Technologies Inc, T L S Corporation",Secure Border Initiative/SBInet,"DHS, CBP, DOD",https://www.usaspending.gov/search/?hash=cc7467c710552f90c6691709af7cc9c0,https://www.fpds.gov/ezsearch/search.do?q=Telephonics+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22+CONTRACTING_AGENCY_NAME%3A%22U.S.+CUSTOMS+AND+BORDER+PROTECTION%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull,https://washingtontechnology.com/2008/01/sbinet-goes-mobile-with-radar/317148/,https://www.telephonics.com/press/telephonics-mobile-surveillance-capability-chosen-by-us-customs-and-border-protection,
TECH210,Tower Solutions,https://towersolutionsinc.com/,Surveillance Tower Infrastructure,"Towersolutionsinc.com: Our automatic self-erecting mobile towers are built to satisfy specific application requirements of height, rigidity, portability, rapid deployment, ease of use, and safe operation. From telecommunications to surveillance to lighting and more, our customers have seen great success with our products.",Y,,Y,,,,,,,"DHS, DOD, GSA, DOS",https://www.usaspending.gov/search/?hash=6b0448fc980f676793f7efebaa176a2c,https://www.fpds.gov/ezsearch/fpdsportal?indexName=awardfull&templateName=1.5.3&s=FPDS.GOV&q=Tower+Solutions+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22&x=0&y=0,https://www.stealth-power.com/blog/how-stealth-power-mobile-systems-along-the-border-are-paying-for-themselves,https://www.linkedin.com/posts/tower-solutions-llc_c-uas-tower-applications-tower-solutions-activity-7194742994455998465-tlyE?utm_source=share&utm_medium=member_desktop,
TECH221,Ver-Mac Inc,https://www.ver-mac.com/,"Solar Power, Mobile Surveillance Towers","Ver-Mac LInkedIn: Ver-Mac is a worldwide leading manufacturer of electronic traffic control, lighting & security equipment, including portable and permanent variable message signs, arrowboards, speed signs, camera trailers, sensor
trailers, light towers, and temporary traffic signals. Ver-Mac’s JamLogic software brings intelligence to work zones by providing real-time traffic management solutions.",,,Y,,,"Products include: CT-2430 Trailer-mounted Camera, WZMC-1000 Work Zone Dash Camera","Signalisation Ver-Mac Inc (Canada), Gestion McRich Inc",National Capital Industries Incorporated,,DOA,"No DHS spending dara, https://www.usaspending.gov/search/?hash=be048a0dd466fc8b96bd374bc27934fa","No DHS data, https://www.fpds.gov/ezsearch/fpdsportal?q=Ver-Mac+UEI_NAME%3A%22SIGNALISATION+VER-MAC+INC%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull&x=0&y=0",https://www.ver-mac.com/en/industries/government-purchasing-us/grants-fundings-us/,,
TECH226,Vortex Systems,https://vortexsystems.us/,Unattended Ground Sensors (UGS),Vortexsystems.us: Vortex Systems designs and manufactures unattended ground sensors and surveillance systems. Our products are specifically designed for critical infrastructure protection. We are committed to helping your agency find the right underground sensor security system to secure your project.,,,,,,Products include: Ground Sensors.,,,Unattended Ground Sensors (UGS),"DHS, CBP, ICE",https://www.usaspending.gov/search/?hash=696f3052aa2118d22ad9c772518ce991,https://www.fpds.gov/ezsearch/fpdsportal?q=%22ground+sensor%22+CONTRACTING_AGENCY_NAME%3A%22U.S.+CUSTOMS+AND+BORDER+PROTECTION%22+VENDOR_FULL_NAME%3A%22VORTEX+SYSTEMS%2C+LLC%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull&x=0&y=0,https://www.prnewswire.com/news-releases/monument-capital-group-llc-signs-deal-with-vortex-systems-llc-97010924.html,https://www.highergov.com/awardee/vortex-systems-llc-10005278/,
TECH232,Yankee Microwave Inc.,http://yankeemicrowave.com/home/,"Communications Infrastructure, Surveillance Tower Infrastructure",Yankeemicrowave.com: YMI has been the prime installer and integrator of the RVSS (Remote Video Surveillance System) for the U.S. Department of Homeland Security. Yankee has installed over 250 monopoles and towers on the Southern U.S. Border (Texas to California) and the Northern U.S. Border (Washington to Vermont). These remote platforms were linked via microwave to command and control centers miles away from the border.,,,,,,Products include: Monopoles and surveillance towers.,,GAM Electronics,Remote Video Surveillance System (RVSS),"DHS, CBP, FEMA",https://www.usaspending.gov/search/?hash=9ab8c5dcf279b770fcb350848e400097,https://www.fpds.gov/ezsearch/fpdsportal?q=Yankee+Microwave+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull&x=0&y=0,https://www.gsaadvantage.gov/ref_text/GS35F0606R/0YVG2V.3ULSXJ_GS-35F-0606R_YANKEEMICROWAVEGSATERMSCONDITIONS.PDF,https://www.highergov.com/awardee/yankee-microwave-inc-10034309/,
TECH234,Advantor Systems,https://www.advantor.com/,"Intrusion Detection System (IDS), Video Surveillance ","advantor.com: Advantor Systems is a premier security technology manufacturer and global security solutions integrator with a proven track record in safeguarding critical resources for both nations and individual organizations. Our comprehensive portfolio includes advanced intrusion detection, access control, surveillance, video analytics, and command-and-control solutions, all designed to ensure the highest level of protection.",,,Y,,,,Infrasafe,"Advantor Systems II LLC, Advantor Systems Corporation",,"DHS, DOD, CBP, ICE, DOE",https://www.usaspending.gov/search/?hash=aae670329c5de2628f87542bd096d807,https://www.fpds.gov/ezsearch/search.do?q=Advantor+systems+DEPARTMENT_FULL_NAME%3A%22HOMELAND+SECURITY%2C+DEPARTMENT+OF%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull,https://www.linkedin.com/posts/advantor_securityexpo-advantor-activity-7316943766861303809-NmX3?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAC-EvSEBlb7ObkfWxPBXFeDc4gThRbwzoyM,,
TECH239,"Dallmeier Electronic, US",https://www.dallmeier.com/en,Video Surveillance,dallmeier.com: Dallmeier has pioneered with cutting-edge solutions in the field of CCTV/IP video technology. Our innovations such as the patented Panomera® multifocal sensor technology ensure maximum cost efficiency while maintaining the highest standards of cybersecurity and durability.,Y,,Y,,,"Products include: Hemisphere CCTV system, Panomera S4 Perimiter Series Cameras",Dallmeier electronic GmbH & Co. KG,,,GSA,No DHS spending data. https://www.usaspending.gov/search/?hash=2548d4d4ecbae4463b9c723929991478 ,No DHS spending data. https://www.fpds.gov/ezsearch/fpdsportal?q=dallmeier+ULTIMATE_UEI_NAME%3A%22DALLMEIER+ELECTRONIC+USA%2C+INC.%22&s=FPDS.GOV&templateName=1.5.3&indexName=awardfull&x=0&y=0 ,https://web.archive.org/web/20250501223211/https://mys-showfiles.s3.amazonaws.com/production/bse25/press/147/A4916D9D-B71D-0975-E8D7C65AA4BBB879.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3V5ZWK3AMYGA3Z4S%2F20250501%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250501T223211Z&X-Amz-Expires=60&X-Amz-SignedHeaders=host&X-Amz-Signature=694ff1b4c168b0a4b0ee8074bf5b0c141c35c83a65c5fe215a5dc4520ac52298,https://www.dallmeier.com/fileadmin/user_upload/PDFs/Technology/Software/Dallmeier_HEMISPHERE_Software_Platform_Brochure.pdf,
